,TF,Target,Label
0,13,28,1
1,13,97,1
2,13,431,1
3,13,571,1
4,13,120,1
5,13,421,1
6,14,402,1
7,14,213,1
8,14,642,1
9,14,257,1
10,14,647,1
11,14,385,1
12,14,368,1
13,14,497,1
14,14,504,1
15,14,305,1
16,14,443,1
17,14,636,1
18,14,458,1
19,14,451,1
20,14,62,1
21,14,320,1
22,14,84,1
23,14,325,1
24,14,153,1
25,14,164,1
26,14,518,1
27,14,681,1
28,14,455,1
29,14,37,1
30,17,606,1
31,37,457,1
32,37,153,1
33,37,11,1
34,37,405,1
35,37,511,1
36,37,209,1
37,37,579,1
38,37,70,1
39,37,167,1
40,37,458,1
41,37,642,1
42,37,171,1
43,37,84,1
44,37,703,1
45,37,455,1
46,37,558,1
47,37,353,1
48,37,440,1
49,37,62,1
50,37,103,1
51,37,95,1
52,37,385,1
53,37,81,1
54,37,1,1
55,37,443,1
56,37,83,1
57,37,368,1
58,37,207,1
59,37,234,1
60,37,150,1
61,37,334,1
62,38,57,1
63,38,615,1
64,38,320,1
65,38,74,1
66,39,685,1
67,39,606,1
68,48,62,1
69,48,624,1
70,48,578,1
71,48,527,1
72,48,221,1
73,48,642,1
74,48,115,1
75,48,313,1
76,48,54,1
77,48,636,1
78,48,84,1
79,48,574,1
80,49,606,1
81,49,569,1
82,49,83,1
83,49,215,1
84,49,361,1
85,49,325,1
86,49,443,1
87,49,115,1
88,50,431,1
89,50,160,1
90,50,245,1
91,57,173,1
92,57,690,1
93,57,615,1
94,57,177,1
95,57,315,1
96,57,687,1
97,57,320,1
98,57,571,1
99,57,512,1
100,57,649,1
101,65,431,1
102,65,229,1
103,65,424,1
104,65,571,1
105,65,120,1
106,65,623,1
107,65,498,1
108,65,245,1
109,69,65,1
110,69,171,1
111,69,296,1
112,69,249,1
113,71,590,1
114,71,421,1
115,71,411,1
116,74,571,1
117,74,57,1
118,74,320,1
119,74,690,1
120,74,602,1
121,80,658,1
122,80,307,1
123,91,390,1
124,97,320,1
125,97,245,1
126,97,629,1
127,97,286,1
128,97,427,1
129,97,431,1
130,97,251,1
131,97,654,1
132,97,483,1
133,97,614,1
134,97,412,1
135,99,323,1
136,99,384,1
137,101,469,1
138,101,323,1
139,101,671,1
140,101,425,1
141,101,251,1
142,101,483,1
143,111,291,1
144,111,65,1
145,111,494,1
146,111,101,1
147,112,146,1
148,112,606,1
149,117,650,1
150,119,412,1
151,127,67,1
152,127,454,1
153,134,336,1
154,134,81,1
155,134,606,1
156,139,696,1
157,139,344,1
158,139,299,1
159,139,615,1
160,140,385,1
161,140,353,1
162,141,257,1
163,141,368,1
164,141,402,1
165,141,548,1
166,141,95,1
167,141,142,1
168,141,385,1
169,141,518,1
170,141,83,1
171,141,647,1
172,141,11,1
173,141,636,1
174,141,1,1
175,141,84,1
176,141,37,1
177,141,70,1
178,141,479,1
179,141,458,1
180,141,234,1
181,141,171,1
182,141,689,1
183,141,451,1
184,141,511,1
185,141,103,1
186,146,623,1
187,146,112,1
188,147,298,1
189,152,457,1
190,154,410,1
191,154,352,1
192,154,98,1
193,154,635,1
194,154,604,1
195,159,412,1
196,160,97,1
197,160,245,1
198,160,431,1
199,160,412,1
200,177,173,1
201,177,472,1
202,177,315,1
203,177,534,1
204,177,687,1
205,177,297,1
206,177,497,1
207,177,512,1
208,178,638,1
209,178,535,1
210,178,227,1
211,178,659,1
212,188,229,1
213,190,498,1
214,190,32,1
215,195,639,1
216,195,38,1
217,195,512,1
218,213,479,1
219,213,689,1
220,213,297,1
221,213,497,1
222,213,636,1
223,213,151,1
224,213,82,1
225,213,95,1
226,213,608,1
227,213,325,1
228,213,171,1
229,213,207,1
230,213,149,1
231,213,402,1
232,213,142,1
233,213,511,1
234,213,504,1
235,213,14,1
236,213,455,1
237,213,62,1
238,213,257,1
239,213,84,1
240,213,458,1
241,213,579,1
242,226,320,1
243,226,330,1
244,226,483,1
245,229,588,1
246,229,198,1
247,229,1,1
248,229,13,1
249,231,518,1
250,231,257,1
251,231,353,1
252,231,574,1
253,231,636,1
254,231,644,1
255,231,642,1
256,238,415,1
257,238,483,1
258,238,587,1
259,239,336,1
260,239,81,1
261,239,24,1
262,239,42,1
263,239,124,1
264,239,699,1
265,239,543,1
266,239,383,1
267,244,374,1
268,244,97,1
269,244,323,1
270,244,494,1
271,249,97,1
272,249,69,1
273,251,391,1
274,251,97,1
275,251,343,1
276,251,208,1
277,251,521,1
278,251,588,1
279,251,614,1
280,251,101,1
281,267,493,1
282,267,606,1
283,291,671,1
284,291,111,1
285,291,251,1
286,291,509,1
287,296,479,1
288,296,49,1
289,296,654,1
290,296,25,1
291,305,95,1
292,305,548,1
293,305,497,1
294,305,385,1
295,305,1,1
296,305,142,1
297,305,681,1
298,305,368,1
299,305,458,1
300,305,40,1
301,305,153,1
302,305,37,1
303,305,558,1
304,305,479,1
305,305,149,1
306,305,574,1
307,305,443,1
308,305,171,1
309,305,70,1
310,305,402,1
311,305,511,1
312,305,642,1
313,305,207,1
314,305,103,1
315,307,658,1
316,307,153,1
317,307,358,1
318,307,80,1
319,307,479,1
320,317,494,1
321,317,244,1
322,320,483,1
323,320,649,1
324,320,510,1
325,320,97,1
326,320,687,1
327,320,563,1
328,320,534,1
329,320,311,1
330,320,639,1
331,320,173,1
332,320,74,1
333,320,402,1
334,320,139,1
335,320,236,1
336,320,38,1
337,320,579,1
338,320,545,1
339,320,571,1
340,320,512,1
341,320,615,1
342,323,384,1
343,323,244,1
344,323,101,1
345,330,510,1
346,343,13,1
347,343,249,1
348,343,431,1
349,354,8,1
350,354,340,1
351,354,416,1
352,354,442,1
353,358,563,1
354,358,497,1
355,358,658,1
356,358,479,1
357,359,442,1
358,359,354,1
359,359,340,1
360,361,244,1
361,361,694,1
362,361,410,1
363,361,421,1
364,361,49,1
365,362,171,1
366,362,84,1
367,362,518,1
368,362,1,1
369,362,636,1
370,362,516,1
371,362,62,1
372,362,455,1
373,365,374,1
374,366,190,1
375,374,65,1
376,374,588,1
377,374,365,1
378,374,517,1
379,374,211,1
380,374,424,1
381,374,244,1
382,374,160,1
383,374,660,1
384,374,50,1
385,374,654,1
386,374,115,1
387,376,654,1
388,383,81,1
389,383,8,1
390,383,665,1
391,383,262,1
392,383,300,1
393,383,439,1
394,383,432,1
395,383,239,1
396,383,124,1
397,383,171,1
398,383,601,1
399,384,251,1
400,384,323,1
401,391,251,1
402,410,98,1
403,410,361,1
404,411,76,1
405,412,431,1
406,412,159,1
407,412,245,1
408,412,97,1
409,420,13,1
410,420,688,1
411,421,340,1
412,421,286,1
413,421,700,1
414,421,654,1
415,421,498,1
416,421,361,1
417,421,71,1
418,423,103,1
419,423,171,1
420,423,518,1
421,423,70,1
422,423,257,1
423,423,440,1
424,423,84,1
425,423,451,1
426,425,101,1
427,425,262,1
428,427,374,1
429,427,97,1
430,431,13,1
431,431,50,1
432,431,97,1
433,431,343,1
434,431,427,1
435,431,571,1
436,431,588,1
437,432,383,1
438,432,262,1
439,432,124,1
440,438,555,1
441,439,383,1
442,439,699,1
443,442,359,1
444,442,340,1
445,442,416,1
446,442,8,1
447,454,683,1
448,454,236,1
449,454,127,1
450,454,86,1
451,454,696,1
452,454,529,1
453,457,37,1
454,457,86,1
455,469,101,1
456,474,402,1
457,474,483,1
458,479,84,1
459,479,257,1
460,479,574,1
461,479,305,1
462,479,518,1
463,479,62,1
464,479,455,1
465,479,497,1
466,479,579,1
467,479,153,1
468,479,458,1
469,479,171,1
470,479,636,1
471,479,11,1
472,479,451,1
473,479,443,1
474,479,213,1
475,479,207,1
476,479,358,1
477,479,307,1
478,479,80,1
479,493,111,1
480,493,296,1
481,493,483,1
482,493,291,1
483,493,688,1
484,494,244,1
485,494,251,1
486,498,421,1
487,498,190,1
488,498,555,1
489,498,668,1
490,498,376,1
491,509,510,1
492,509,606,1
493,510,226,1
494,510,320,1
495,510,330,1
496,510,483,1
497,512,579,1
498,512,511,1
499,512,685,1
500,512,497,1
501,512,320,1
502,512,39,1
503,512,297,1
504,512,195,1
505,512,74,1
506,512,602,1
507,521,101,1
508,521,654,1
509,527,54,1
510,527,84,1
511,527,48,1
512,527,659,1
513,527,511,1
514,527,81,1
515,527,115,1
516,527,642,1
517,527,207,1
518,527,95,1
519,527,416,1
520,527,11,1
521,527,227,1
522,527,541,1
523,527,62,1
524,527,221,1
525,533,606,1
526,534,533,1
527,534,177,1
528,534,315,1
529,534,173,1
530,534,57,1
531,535,178,1
