,TF,Target,Label
0,5,98,1
1,7,547,1
2,7,88,1
3,7,422,1
4,10,508,1
5,24,313,1
6,57,498,1
7,63,403,1
8,63,363,1
9,63,439,1
10,63,230,1
11,63,274,1
12,63,172,1
13,63,556,1
14,65,88,1
15,65,242,1
16,77,82,1
17,77,493,1
18,82,77,1
19,98,88,1
20,98,250,1
21,98,448,1
22,98,117,1
23,98,113,1
24,98,5,1
25,98,365,1
26,131,422,1
27,138,554,1
28,138,540,1
29,140,480,1
30,140,316,1
31,182,223,1
32,182,480,1
33,182,556,1
34,182,316,1
35,240,547,1
36,242,98,1
37,275,532,1
38,292,518,1
39,292,439,1
40,292,219,1
41,292,530,1
42,292,558,1
43,292,554,1
44,292,172,1
45,313,24,1
46,316,182,1
47,316,399,1
48,316,506,1
49,316,140,1
50,329,140,1
51,349,480,1
52,349,535,1
53,383,420,1
54,399,316,1
55,422,131,1
56,422,547,1
57,480,182,1
58,480,556,1
59,480,523,1
60,480,140,1
61,506,316,1
62,508,182,1
63,508,98,1
64,518,172,1
65,518,556,1
66,518,403,1
67,518,230,1
68,518,558,1
69,518,439,1
70,518,63,1
71,522,403,1
72,523,488,1
73,523,480,1
74,523,341,1
75,523,508,1
76,532,275,1
77,547,422,1
78,547,240,1
79,552,44,1
80,5,550,0
81,7,326,0
82,7,13,0
83,7,380,0
84,10,140,0
85,24,270,0
86,57,196,0
87,63,328,0
88,63,347,0
89,63,313,0
90,63,309,0
91,63,18,0
92,63,483,0
93,63,58,0
94,65,271,0
95,65,409,0
96,77,339,0
97,77,74,0
98,82,452,0
99,98,291,0
100,98,533,0
101,98,224,0
102,98,327,0
103,98,235,0
104,98,545,0
105,98,441,0
106,131,62,0
107,138,310,0
108,138,327,0
109,140,538,0
110,140,206,0
111,182,337,0
112,182,356,0
113,182,506,0
114,182,108,0
115,240,432,0
116,242,254,0
117,275,62,0
118,292,200,0
119,292,545,0
120,292,46,0
121,292,431,0
122,292,147,0
123,292,15,0
124,292,197,0
125,313,349,0
126,316,383,0
127,316,371,0
128,316,92,0
129,316,55,0
130,329,167,0
131,349,439,0
132,349,402,0
133,383,0,0
134,399,433,0
135,422,328,0
136,422,90,0
137,480,368,0
138,480,6,0
139,480,208,0
140,480,137,0
141,506,160,0
142,508,94,0
143,508,292,0
144,518,269,0
145,518,22,0
146,518,421,0
147,518,296,0
148,518,361,0
149,518,71,0
150,518,512,0
151,522,359,0
152,523,297,0
153,523,221,0
154,523,125,0
155,523,130,0
156,532,178,0
157,547,545,0
158,547,526,0
159,552,418,0
