,TF,Target,Label
0,2,71,1
1,2,976,1
2,2,788,1
3,2,834,1
4,2,328,1
5,2,817,1
6,2,416,1
7,2,835,1
8,2,369,1
9,2,519,1
10,2,411,1
11,2,262,1
12,2,743,1
13,2,576,1
14,2,40,1
15,2,167,1
16,2,392,1
17,2,928,1
18,4,245,1
19,4,611,1
20,4,948,1
21,4,501,1
22,4,1032,1
23,4,453,1
24,4,582,1
25,4,435,1
26,4,292,1
27,4,269,1
28,4,843,1
29,4,363,1
30,4,700,1
31,4,415,1
32,4,34,1
33,4,24,1
34,4,1065,1
35,4,1064,1
36,4,976,1
37,4,989,1
38,4,1030,1
39,4,460,1
40,4,645,1
41,4,103,1
42,4,409,1
43,4,218,1
44,4,68,1
45,4,642,1
46,4,79,1
47,4,1026,1
48,4,364,1
49,4,171,1
50,4,987,1
51,4,221,1
52,4,192,1
53,4,185,1
54,6,887,1
55,6,1106,1
56,7,460,1
57,7,575,1
58,7,961,1
59,7,987,1
60,7,994,1
61,7,528,1
62,7,837,1
63,7,912,1
64,7,425,1
65,7,79,1
66,7,85,1
67,7,589,1
68,8,455,1
69,8,908,1
70,8,919,1
71,8,386,1
72,8,1055,1
73,8,912,1
74,8,362,1
75,10,532,1
76,10,334,1
77,10,426,1
78,10,987,1
79,10,509,1
80,10,846,1
81,10,867,1
82,10,495,1
83,10,680,1
84,10,85,1
85,10,1099,1
86,10,1117,1
87,10,961,1
88,11,1079,1
89,11,742,1
90,14,724,1
91,15,1023,1
92,21,648,1
93,21,754,1
94,21,921,1
95,21,247,1
96,21,292,1
97,21,846,1
98,21,685,1
99,21,48,1
100,21,466,1
101,21,645,1
102,21,996,1
103,21,989,1
104,21,616,1
105,21,1081,1
106,21,402,1
107,21,629,1
108,21,409,1
109,21,288,1
110,21,990,1
111,21,998,1
112,21,225,1
113,21,555,1
114,21,443,1
115,21,906,1
116,21,104,1
117,21,929,1
118,21,174,1
119,21,1115,1
120,21,867,1
121,21,944,1
122,21,364,1
123,21,475,1
124,21,293,1
125,21,24,1
126,21,1119,1
127,21,1072,1
128,21,189,1
129,21,889,1
130,21,660,1
