,TF,Target,Label
0,2,828,1
1,2,1080,1
2,2,669,1
3,2,629,1
4,2,88,1
5,2,355,1
6,2,781,1
7,5,749,1
8,5,112,1
9,5,408,1
10,5,1108,1
11,5,556,1
12,5,1018,1
13,5,548,1
14,5,1038,1
15,5,611,1
16,5,439,1
17,5,82,1
18,5,698,1
19,5,883,1
20,6,483,1
21,7,486,1
22,7,483,1
23,7,88,1
24,8,483,1
25,9,732,1
26,9,77,1
27,12,1092,1
28,12,785,1
29,12,299,1
30,12,1009,1
31,12,463,1
32,12,356,1
33,12,416,1
34,12,744,1
35,12,1048,1
36,12,316,1
37,12,131,1
38,12,171,1
39,12,112,1
40,12,1112,1
41,12,567,1
42,12,585,1
43,12,282,1
44,12,262,1
45,13,1092,1
46,13,417,1
47,13,110,1
48,13,361,1
49,15,1106,1
50,15,1041,1
51,15,549,1
52,15,653,1
53,16,817,1
54,16,1075,1
55,19,1071,1
56,19,510,1
57,19,74,1
58,19,384,1
59,19,703,1
60,19,1092,1
61,19,670,1
62,19,1103,1
63,19,297,1
64,19,794,1
65,20,995,1
66,20,44,1
67,20,441,1
68,20,88,1
69,20,543,1
70,21,426,1
71,21,15,1
72,21,605,1
73,22,191,1
74,24,201,1
75,25,993,1
76,25,275,1
77,25,630,1
78,25,965,1
79,25,279,1
80,25,432,1
81,28,105,1
82,28,329,1
83,28,389,1
84,28,889,1
85,28,978,1
86,28,297,1
87,28,998,1
88,28,847,1
89,31,281,1
90,31,35,1
91,31,865,1
92,31,628,1
93,35,1114,1
94,35,841,1
95,37,1031,1
96,37,416,1
97,40,173,1
98,40,1028,1
99,40,436,1
100,40,642,1
101,40,91,1
102,40,95,1
103,40,998,1
104,40,781,1
105,43,1092,1
106,48,781,1
107,48,463,1
108,48,498,1
109,48,1050,1
110,49,560,1
111,49,841,1
112,49,243,1
113,50,623,1
114,50,483,1
115,50,1109,1
116,50,318,1
117,50,1115,1
118,58,348,1
119,58,846,1
120,58,781,1
121,58,483,1
122,59,828,1
123,59,1107,1
124,59,428,1
125,59,817,1
126,59,781,1
127,59,602,1
128,59,228,1
129,59,83,1
130,59,144,1
131,59,653,1
132,59,806,1
133,59,504,1
134,59,975,1
135,59,1036,1
136,59,617,1
137,59,872,1
138,59,546,1
139,59,847,1
140,59,441,1
141,59,403,1
142,59,423,1
143,59,297,1
144,59,282,1
145,59,266,1
146,59,150,1
147,59,1082,1
148,59,384,1
149,59,80,1
150,59,1033,1
151,59,1092,1
152,59,1075,1
153,59,897,1
154,59,420,1
155,59,412,1
156,59,497,1
157,59,732,1
158,59,673,1
159,59,1115,1
160,59,694,1
161,59,284,1
162,59,463,1
163,59,932,1
164,61,761,1
165,61,706,1
166,61,426,1
167,61,204,1
168,61,448,1
169,63,585,1
170,70,965,1
171,70,684,1
172,70,791,1
173,70,780,1
174,70,785,1
175,70,944,1
176,70,278,1
177,70,552,1
178,70,177,1
179,70,730,1
180,70,899,1
181,72,732,1
182,74,1028,1
183,74,1046,1
184,74,883,1
185,74,635,1
186,74,246,1
187,74,871,1
188,74,42,1
189,74,695,1
190,74,183,1
191,74,847,1
192,74,846,1
193,74,374,1
194,74,1014,1
195,74,100,1
196,74,543,1
197,74,253,1
198,74,534,1
199,74,723,1
200,74,450,1
201,74,461,1
202,74,987,1
203,74,294,1
204,74,455,1
205,74,683,1
206,74,732,1
207,74,419,1
208,74,252,1
209,74,110,1
210,74,670,1
211,74,290,1
212,74,318,1
213,74,1085,1
214,74,480,1
215,74,753,1
216,74,1111,1
217,74,912,1
218,74,1082,1
219,74,1095,1
220,74,334,1
221,74,776,1
222,74,509,1
223,74,800,1
224,74,12,1
225,74,592,1
226,74,773,1
227,74,63,1
228,74,659,1
229,74,634,1
230,74,49,1
231,74,442,1
232,74,602,1
233,74,621,1
234,74,628,1
235,74,68,1
236,74,511,1
237,74,882,1
238,74,727,1
239,75,806,1
240,75,105,1
241,75,592,1
242,79,522,1
243,79,881,1
244,80,264,1
245,80,303,1
246,80,1106,1
247,80,434,1
248,80,769,1
249,80,655,1
250,80,897,1
251,80,163,1
252,80,1090,1
253,80,280,1
254,80,961,1
255,80,835,1
256,80,672,1
257,80,1021,1
258,80,68,1
259,80,670,1
260,80,450,1
261,80,535,1
262,80,11,1
263,80,1070,1
264,80,975,1
265,80,594,1
266,80,215,1
267,80,88,1
268,80,74,1
269,80,558,1
270,80,910,1
271,80,482,1
272,80,806,1
273,80,722,1
274,80,638,1
275,80,998,1
276,80,81,1
277,80,1009,1
278,80,1086,1
279,80,578,1
280,80,556,1
281,80,774,1
282,81,607,1
283,81,753,1
284,81,448,1
285,81,260,1
286,81,224,1
287,81,56,1
288,81,1030,1
289,81,840,1
290,82,586,1
291,82,148,1
292,82,957,1
293,82,208,1
294,82,1099,1
295,82,102,1
296,82,330,1
297,82,859,1
298,82,44,1
299,82,441,1
300,82,19,1
301,82,23,1
302,82,931,1
303,82,421,1
304,82,434,1
305,82,1070,1
306,82,605,1
307,82,1085,1
308,82,276,1
309,82,72,1
310,83,59,1
311,89,703,1
312,89,828,1
313,89,781,1
314,89,1092,1
315,91,513,1
316,91,267,1
317,91,32,1
318,91,48,1
319,91,173,1
320,91,695,1
321,91,894,1
322,91,106,1
323,91,847,1
324,91,668,1
325,91,926,1
326,91,1082,1
327,91,753,1
328,91,703,1
329,91,441,1
330,91,30,1
331,91,1052,1
332,91,1069,1
333,91,1056,1
334,91,250,1
335,91,1028,1
336,91,88,1
337,91,514,1
338,91,665,1
339,91,961,1
340,91,122,1
341,91,872,1
342,95,872,1
343,95,40,1
344,95,384,1
345,95,1092,1
346,99,141,1
347,99,1106,1
348,99,250,1
349,99,282,1
350,99,143,1
351,99,1110,1
352,99,990,1
353,99,591,1
354,100,730,1
355,100,1031,1
356,100,70,1
357,100,279,1
358,100,432,1
359,100,445,1
360,100,630,1
361,100,785,1
362,100,791,1
363,100,1009,1
364,100,728,1
365,100,944,1
366,100,275,1
367,100,993,1
368,100,729,1
369,100,278,1
370,102,560,1
371,102,74,1
372,102,1106,1
373,102,546,1
374,102,543,1
375,102,435,1
376,104,102,1
377,104,730,1
378,104,846,1
379,104,875,1
380,104,409,1
381,104,419,1
382,104,110,1
383,104,810,1
384,104,511,1
385,104,621,1
386,104,128,1
387,104,634,1
388,105,200,1
389,105,546,1
390,105,75,1
391,105,1024,1
392,105,700,1
393,105,251,1
394,106,778,1
395,106,1056,1
396,106,583,1
397,106,246,1
398,106,629,1
399,106,439,1
400,106,800,1
401,106,1055,1
402,106,33,1
403,106,1102,1
404,106,970,1
405,106,480,1
406,106,897,1
407,106,356,1
408,106,826,1
409,106,488,1
410,106,262,1
411,106,42,1
412,106,495,1
413,106,582,1
414,106,717,1
415,106,733,1
416,106,736,1
417,109,345,1
418,109,698,1
419,109,665,1
420,109,684,1
421,110,417,1
422,110,188,1
423,110,811,1
424,110,498,1
425,112,260,1
426,112,682,1
427,112,423,1
428,112,12,1
429,112,483,1
430,112,441,1
431,112,515,1
432,119,594,1
433,119,489,1
434,120,1092,1
435,121,909,1
436,121,490,1
437,121,1080,1
438,121,187,1
439,121,222,1
440,121,546,1
441,121,889,1
442,121,669,1
443,124,761,1
444,126,146,1
445,136,889,1
446,141,88,1
447,141,737,1
448,141,753,1
449,141,431,1
450,143,99,1
451,143,506,1
452,144,395,1
453,144,426,1
454,144,889,1
455,144,59,1
456,144,858,1
457,144,412,1
458,144,428,1
459,144,497,1
460,144,847,1
461,144,150,1
462,144,610,1
463,144,617,1
464,146,393,1
465,146,496,1
466,146,1015,1
467,146,1098,1
468,147,561,1
469,148,722,1
470,148,463,1
471,148,1092,1
472,149,560,1
473,149,82,1
474,150,617,1
475,150,99,1
476,150,605,1
477,150,59,1
478,150,889,1
479,150,141,1
480,150,504,1
481,150,420,1
482,150,297,1
483,150,144,1
484,150,1033,1
485,150,412,1
486,150,599,1
487,150,897,1
488,150,428,1
489,151,136,1
490,151,836,1
491,151,1005,1
492,151,134,1
493,151,384,1
494,151,760,1
495,151,511,1
496,151,42,1
497,151,840,1
498,151,1044,1
499,151,132,1
500,151,491,1
501,151,736,1
502,151,675,1
503,151,731,1
504,151,270,1
505,151,821,1
506,151,479,1
507,151,1030,1
508,151,774,1
509,151,858,1
510,151,871,1
511,151,15,1
512,151,600,1
513,151,665,1
514,151,983,1
515,151,327,1
516,151,563,1
517,151,936,1
518,151,1118,1
519,151,450,1
520,151,946,1
