,TF,Target,Label
0,6,1375,1
1,6,1187,1
2,6,45,1
3,6,75,1
4,6,276,1
5,6,875,1
6,6,1404,1
7,6,38,1
8,6,1384,1
9,6,946,1
10,6,919,1
11,6,394,1
12,6,141,1
13,6,1334,1
14,6,123,1
15,8,1218,1
16,9,841,1
17,9,686,1
18,9,1383,1
19,9,890,1
20,16,171,1
21,16,8,1
22,24,957,1
23,24,1025,1
24,24,344,1
25,24,638,1
26,24,1402,1
27,24,1023,1
28,24,4,1
29,24,773,1
30,24,933,1
31,24,365,1
32,24,188,1
33,24,734,1
34,24,687,1
35,24,14,1
36,24,610,1
37,24,199,1
38,24,929,1
39,24,1136,1
40,24,420,1
41,25,230,1
42,25,286,1
43,25,301,1
44,25,1320,1
45,25,596,1
46,25,594,1
47,35,1030,1
48,35,938,1
49,35,285,1
50,35,1218,1
51,35,824,1
52,35,652,1
53,38,956,1
54,38,677,1
55,38,1319,1
56,38,1030,1
57,38,36,1
58,38,602,1
59,38,1102,1
60,38,1326,1
61,38,1158,1
62,38,860,1
63,38,1090,1
64,38,399,1
65,38,830,1
66,38,1136,1
67,38,806,1
68,38,562,1
69,38,715,1
70,38,340,1
71,38,153,1
72,38,141,1
73,38,6,1
74,38,953,1
75,38,1396,1
76,38,922,1
77,38,1366,1
78,38,1283,1
79,38,1014,1
80,38,563,1
81,38,238,1
82,38,598,1
83,38,444,1
84,38,970,1
85,38,1300,1
86,38,1187,1
87,38,1230,1
88,38,41,1
89,38,511,1
90,41,146,1
91,41,286,1
92,41,771,1
93,41,94,1
94,61,1159,1
95,61,1105,1
96,61,128,1
97,61,992,1
98,61,647,1
99,61,827,1
100,61,1144,1
101,61,1076,1
102,62,965,1
103,62,594,1
104,64,158,1
105,64,632,1
106,64,397,1
107,64,1339,1
108,64,383,1
109,64,1322,1
110,73,807,1
111,80,771,1
112,80,290,1
113,80,1402,1
114,80,805,1
115,80,1289,1
116,80,1040,1
117,80,753,1
118,80,342,1
119,80,1300,1
120,80,295,1
121,80,1139,1
122,80,1207,1
123,80,806,1
124,80,1404,1
125,80,707,1
126,80,674,1
127,80,407,1
128,80,1366,1
129,80,566,1
130,80,1255,1
131,80,1337,1
132,80,1194,1
133,80,43,1
134,80,1305,1
135,80,71,1
136,89,1047,1
137,103,62,1
138,106,716,1
139,106,99,1
140,106,681,1
141,106,1181,1
142,106,707,1
143,106,250,1
144,106,1375,1
145,106,1047,1
146,106,154,1
147,106,348,1
148,106,188,1
149,106,848,1
150,106,338,1
151,106,89,1
