,TF,Target,Label
0,6,394,1
1,6,38,1
2,6,650,1
3,6,946,1
4,6,1218,1
5,6,1047,1
6,6,662,1
7,6,919,1
8,6,1187,1
9,6,380,1
10,6,230,1
11,6,141,1
12,6,384,1
13,6,212,1
14,6,45,1
15,8,1218,1
16,9,686,1
17,9,984,1
18,9,1383,1
19,9,1237,1
20,16,171,1
21,16,8,1
22,24,14,1
23,24,929,1
24,24,1023,1
25,24,420,1
26,24,344,1
27,24,199,1
28,24,1014,1
29,24,1300,1
30,24,365,1
31,24,1136,1
32,24,287,1
33,24,957,1
34,24,1144,1
35,24,1402,1
36,24,140,1
37,24,1025,1
38,24,1217,1
39,24,610,1
40,24,773,1
41,25,230,1
42,25,383,1
43,25,594,1
44,25,596,1
45,25,1358,1
46,25,286,1
47,35,1218,1
48,35,938,1
49,35,1010,1
50,35,824,1
51,35,1262,1
52,35,94,1
53,38,1319,1
54,38,922,1
55,38,1348,1
56,38,513,1
57,38,598,1
58,38,571,1
59,38,295,1
60,38,35,1
61,38,153,1
62,38,1366,1
63,38,515,1
64,38,340,1
65,38,1326,1
66,38,1030,1
67,38,1136,1
68,38,249,1
69,38,677,1
70,38,1090,1
71,38,41,1
72,38,286,1
73,38,511,1
74,38,830,1
75,38,32,1
76,38,953,1
77,38,956,1
78,38,616,1
79,38,970,1
80,38,674,1
81,38,579,1
82,38,1283,1
83,38,727,1
84,38,1122,1
85,38,509,1
86,38,1018,1
87,38,715,1
88,38,36,1
89,38,1280,1
90,41,286,1
91,41,146,1
92,41,1333,1
93,41,94,1
94,61,38,1
95,61,1144,1
96,61,1159,1
97,61,771,1
98,61,566,1
99,61,128,1
100,61,1076,1
101,61,647,1
102,62,941,1
103,62,965,1
104,64,158,1
105,64,383,1
106,64,1339,1
107,64,75,1
108,64,1322,1
109,64,632,1
110,80,1282,1
111,80,1289,1
112,80,674,1
113,80,524,1
114,80,1366,1
115,80,1375,1
116,80,1207,1
117,80,47,1
118,80,1300,1
119,80,707,1
120,80,407,1
121,80,295,1
122,80,43,1
123,80,8,1
124,80,227,1
125,80,1337,1
126,80,116,1
127,80,1041,1
128,80,771,1
129,80,140,1
130,80,6,1
131,80,1040,1
132,80,342,1
133,80,653,1
134,80,1023,1
135,89,1047,1
136,103,62,1
137,106,103,1
138,106,1023,1
139,106,109,1
140,106,528,1
141,106,814,1
142,106,19,1
143,106,716,1
144,106,1348,1
145,106,1181,1
146,106,940,1
147,106,338,1
148,106,385,1
149,106,914,1
150,106,848,1
151,106,1168,1
152,106,1078,1
153,106,1146,1
154,106,89,1
155,106,681,1
156,106,91,1
157,106,188,1
158,106,659,1
159,106,853,1
160,106,1258,1
161,106,1375,1
162,106,758,1
163,106,396,1
164,106,348,1
165,106,77,1
166,107,895,1
167,107,75,1
168,107,1159,1
169,107,1211,1
170,109,89,1
171,109,1254,1
172,109,1076,1
173,109,963,1
174,109,567,1
175,111,1047,1
176,111,54,1
177,115,199,1
178,116,320,1
179,116,298,1
180,116,128,1
181,126,931,1
182,127,749,1
183,128,320,1
184,128,1029,1
185,129,278,1
186,129,1358,1
187,129,1356,1
188,129,859,1
189,131,793,1
190,134,1243,1
191,141,803,1
192,141,230,1
193,141,1404,1
194,141,1375,1
195,141,968,1
196,141,874,1
197,141,931,1
198,141,875,1
199,141,6,1
200,141,384,1
201,158,250,1
202,171,953,1
203,171,481,1
204,171,383,1
205,171,906,1
206,171,667,1
207,171,738,1
208,171,447,1
209,171,1045,1
210,171,983,1
211,171,803,1
212,171,179,1
213,171,1134,1
214,171,627,1
215,171,1395,1
216,171,212,1
217,171,403,1
218,171,296,1
219,171,363,1
220,171,946,1
221,171,411,1
222,171,225,1
223,171,975,1
224,171,1009,1
225,171,556,1
226,171,517,1
227,171,977,1
228,171,384,1
229,171,134,1
230,171,288,1
231,171,1218,1
232,171,547,1
233,171,859,1
234,171,1295,1
235,171,1394,1
236,171,1056,1
237,171,652,1
238,171,436,1
239,171,741,1
240,171,769,1
241,171,1371,1
242,171,1041,1
243,171,554,1
244,171,716,1
245,171,1063,1
246,171,1285,1
247,171,853,1
248,171,1030,1
249,171,974,1
250,171,34,1
251,171,875,1
252,171,496,1
253,171,1318,1
254,171,785,1
255,171,1168,1
256,171,724,1
257,171,126,1
258,171,526,1
259,171,263,1
260,171,631,1
261,171,999,1
262,171,1374,1
263,171,1007,1
264,171,41,1
265,171,1333,1
266,171,1364,1
267,171,1242,1
268,171,173,1
269,171,250,1
270,171,310,1
271,171,294,1
272,171,487,1
273,171,183,1
274,171,264,1
275,171,730,1
276,171,463,1
277,171,890,1
278,171,650,1
279,171,1169,1
280,171,1222,1
281,171,1098,1
282,171,896,1
283,171,175,1
284,171,31,1
285,171,1074,1
286,171,528,1
287,171,1195,1
288,171,1154,1
289,173,747,1
290,177,1390,1
291,179,980,1
292,179,394,1
293,179,97,1
294,180,230,1
295,180,551,1
296,180,1140,1
297,180,1081,1
298,183,277,1
299,183,932,1
300,183,634,1
301,183,1302,1
302,183,21,1
303,183,758,1
304,183,149,1
305,183,792,1
306,183,1337,1
307,183,974,1
308,183,994,1
309,183,700,1
310,183,93,1
311,183,991,1
312,183,707,1
313,183,1358,1
314,183,1375,1
315,183,486,1
316,188,745,1
317,193,286,1
318,194,632,1
319,194,301,1
320,197,1358,1
321,199,1269,1
322,199,741,1
323,207,498,1
324,220,1218,1
325,220,146,1
326,224,230,1
327,225,747,1
328,230,718,1
329,230,342,1
330,230,1319,1
331,230,25,1
332,230,673,1
333,230,264,1
334,230,1354,1
335,230,286,1
336,230,306,1
337,230,380,1
338,230,120,1
339,230,662,1
340,230,557,1
341,230,1144,1
342,230,89,1
343,230,807,1
344,230,1066,1
345,230,1375,1
346,230,895,1
347,230,1306,1
348,230,820,1
349,230,602,1
350,230,1394,1
351,230,769,1
352,230,1371,1
353,230,320,1
354,230,295,1
355,230,1047,1
356,230,1014,1
357,230,530,1
358,230,75,1
359,230,109,1
360,230,123,1
361,230,1009,1
362,230,1291,1
363,230,587,1
364,230,383,1
365,230,752,1
366,230,659,1
367,230,438,1
368,230,1403,1
369,230,1030,1
370,230,1365,1
371,240,156,1
372,240,402,1
373,250,1122,1
374,250,230,1
375,250,489,1
376,250,1047,1
377,250,433,1
378,250,1375,1
379,250,958,1
380,250,1064,1
381,250,220,1
382,250,917,1
383,250,1029,1
384,250,910,1
385,250,1365,1
386,250,594,1
387,250,320,1
388,250,386,1
389,250,1285,1
390,250,831,1
391,250,680,1
392,250,380,1
393,250,158,1
394,250,994,1
395,250,844,1
396,250,171,1
397,273,366,1
398,275,1182,1
399,275,505,1
400,275,1089,1
401,275,109,1
402,275,1118,1
403,275,953,1
404,275,914,1
405,275,572,1
406,275,1390,1
407,275,237,1
408,275,424,1
409,275,1295,1
410,275,1041,1
411,275,944,1
412,275,766,1
413,275,1181,1
414,275,1353,1
415,276,6,1
416,278,1053,1
417,278,980,1
418,278,595,1
419,278,700,1
420,278,1079,1
421,280,890,1
422,280,1353,1
423,280,1081,1
424,280,1383,1
425,286,650,1
426,286,771,1
427,286,278,1
428,286,450,1
429,286,153,1
430,286,360,1
431,286,602,1
432,286,853,1
433,286,1242,1
434,286,953,1
435,286,380,1
436,286,1398,1
437,286,845,1
438,286,785,1
439,286,1333,1
440,286,301,1
441,286,75,1
442,286,1338,1
443,286,1328,1
444,286,447,1
445,286,730,1
446,286,932,1
447,286,1079,1
448,286,444,1
449,286,1014,1
450,286,1230,1
451,286,944,1
452,286,310,1
453,286,250,1
454,286,1025,1
455,286,766,1
456,286,1101,1
457,286,922,1
458,286,1394,1
459,286,556,1
460,286,673,1
461,286,171,1
462,286,1334,1
463,286,54,1
464,286,20,1
465,286,709,1
466,286,134,1
467,286,688,1
468,286,130,1
469,286,640,1
470,286,1082,1
471,286,1326,1
472,288,1293,1
473,301,94,1
474,301,171,1
475,301,304,1
476,301,1358,1
477,301,741,1
478,301,120,1
479,301,383,1
480,301,1320,1
481,306,230,1
482,310,687,1
483,310,250,1
484,310,267,1
485,310,1271,1
486,310,466,1
487,310,120,1
488,310,237,1
489,310,436,1
490,310,785,1
491,310,923,1
492,310,283,1
493,310,803,1
494,310,225,1
495,310,680,1
496,310,41,1
497,310,1210,1
498,310,1014,1
499,310,1182,1
500,310,980,1
501,310,1299,1
502,310,1357,1
503,310,946,1
504,310,1132,1
505,311,260,1
506,320,1292,1
507,320,718,1
508,320,116,1
509,320,749,1
510,324,120,1
511,324,45,1
512,328,1166,1
513,340,183,1
514,340,1189,1
515,340,479,1
516,340,382,1
517,340,436,1
518,340,851,1
519,340,755,1
520,340,55,1
521,340,608,1
522,340,18,1
523,340,632,1
524,340,410,1
525,340,188,1
526,340,370,1
527,340,486,1
528,340,24,1
529,340,319,1
530,340,1092,1
531,340,369,1
532,340,1367,1
533,340,263,1
534,340,1280,1
535,340,1200,1
536,340,364,1
537,340,69,1
538,340,904,1
539,340,103,1
540,340,47,1
541,340,1072,1
542,340,1400,1
543,340,1119,1
544,340,963,1
545,340,612,1
546,340,528,1
547,340,1269,1
548,340,805,1
549,340,388,1
550,340,89,1
551,340,713,1
552,340,1063,1
553,340,387,1
554,340,652,1
555,340,280,1
556,340,745,1
557,340,1282,1
558,340,1369,1
559,340,1181,1
560,340,650,1
561,340,1082,1
562,340,665,1
563,340,1404,1
564,340,1023,1
565,340,953,1
566,340,16,1
567,340,1010,1
568,340,238,1
569,340,22,1
570,340,592,1
571,340,289,1
572,340,1006,1
573,340,1373,1
574,340,3,1
575,340,762,1
576,340,124,1
577,340,905,1
578,342,230,1
579,344,1374,1
580,344,523,1
581,344,38,1
582,355,1144,1
583,355,1269,1
584,355,380,1
585,355,1334,1
586,355,704,1
587,366,841,1
588,366,1318,1
589,367,1291,1
590,383,1044,1
591,383,964,1
592,383,943,1
593,383,1358,1
594,383,1400,1
595,383,64,1
596,383,691,1
597,383,517,1
598,383,301,1
599,384,431,1
600,384,931,1
601,384,6,1
602,384,1047,1
603,393,1378,1
604,393,1098,1
605,394,6,1
606,394,627,1
607,394,872,1
608,394,650,1
609,400,230,1
610,400,141,1
611,400,1074,1
612,400,4,1
613,406,798,1
614,406,964,1
615,410,875,1
616,410,380,1
617,424,1281,1
618,424,1065,1
619,424,1348,1
620,424,779,1
621,424,275,1
622,431,6,1
623,431,1118,1
624,431,120,1
625,433,668,1
626,433,855,1
627,433,499,1
628,433,566,1
629,433,1201,1
630,436,631,1
631,436,405,1
632,436,1347,1
633,436,1239,1
634,436,1098,1
635,436,165,1
636,436,841,1
637,436,1405,1
638,436,1181,1
639,436,201,1
640,436,673,1
641,436,340,1
642,436,1076,1
643,436,1358,1
644,436,1375,1
645,436,765,1
646,436,440,1
647,436,243,1
648,436,608,1
649,436,319,1
650,436,19,1
651,436,610,1
652,436,504,1
653,436,344,1
654,436,280,1
655,436,1012,1
656,436,1397,1
657,436,362,1
658,436,172,1
659,436,123,1
660,436,890,1
661,436,1059,1
662,436,834,1
663,436,505,1
664,436,1326,1
665,436,349,1
666,436,1243,1
667,436,149,1
668,436,647,1
669,436,194,1
670,436,825,1
671,436,6,1
672,436,347,1
673,436,766,1
674,436,587,1
675,436,54,1
676,436,1155,1
677,436,684,1
678,436,1008,1
679,436,50,1
680,436,314,1
681,440,700,1
682,446,1218,1
683,447,466,1
684,447,94,1
685,447,102,1
686,447,171,1
687,455,400,1
688,465,528,1
689,473,116,1
690,473,853,1
691,473,112,1
692,473,742,1
693,473,1223,1
694,473,583,1
695,473,520,1
696,473,1176,1
697,473,917,1
698,473,691,1
699,473,941,1
700,473,755,1
701,473,974,1
702,473,1277,1
703,473,369,1
704,473,943,1
705,473,1162,1
706,473,214,1
707,473,1076,1
708,473,1030,1
709,473,826,1
710,473,302,1
711,473,809,1
712,473,410,1
713,473,85,1
714,473,1113,1
715,473,1238,1
716,473,1356,1
717,473,325,1
718,473,845,1
719,473,808,1
720,473,19,1
721,473,238,1
722,473,806,1
723,473,35,1
724,473,141,1
725,473,284,1
726,473,467,1
727,473,122,1
728,473,604,1
729,473,663,1
730,473,1005,1
731,473,129,1
732,473,115,1
733,477,1256,1
734,477,61,1
735,477,1294,1
736,477,1390,1
737,487,1169,1
738,487,1298,1
739,498,1153,1
740,499,875,1
741,503,14,1
742,503,673,1
743,503,660,1
744,504,724,1
745,504,464,1
746,504,600,1
747,504,70,1
748,504,96,1
749,504,1394,1
750,504,1144,1
751,504,1304,1
752,504,1406,1
753,504,424,1
754,504,1112,1
755,504,816,1
756,504,1037,1
757,504,812,1
758,504,1019,1
759,504,985,1
760,504,1360,1
761,504,952,1
762,504,703,1
763,504,714,1
764,504,1325,1
765,504,1219,1
766,504,469,1
767,504,473,1
768,504,230,1
769,504,106,1
770,504,1265,1
771,504,214,1
772,504,279,1
773,504,1076,1
774,504,875,1
775,504,16,1
776,504,908,1
777,504,220,1
778,504,1233,1
779,504,399,1
780,504,709,1
781,504,368,1
782,504,1056,1
783,504,415,1
784,504,827,1
785,514,1022,1
786,514,812,1
787,514,1077,1
788,514,130,1
789,514,408,1
790,514,627,1
791,514,35,1
792,514,876,1
793,514,1398,1
794,514,32,1
795,514,1361,1
796,514,1196,1
797,514,180,1
798,514,1390,1
799,514,227,1
800,514,1269,1
801,514,401,1
802,514,687,1
803,514,128,1
804,514,771,1
805,514,284,1
806,514,1084,1
807,514,89,1
808,514,1018,1
809,514,197,1
810,514,103,1
811,514,1400,1
812,514,1252,1
813,514,444,1
814,514,690,1
815,515,628,1
816,515,412,1
817,515,171,1
818,515,666,1
819,515,1375,1
820,515,803,1
821,515,196,1
822,515,732,1
823,515,752,1
824,515,1125,1
825,515,547,1
826,515,1013,1
827,515,431,1
828,515,239,1
829,515,681,1
830,515,410,1
831,515,510,1
832,515,80,1
833,515,41,1
834,515,229,1
835,515,38,1
836,515,731,1
837,515,491,1
838,515,440,1
839,517,383,1
840,517,1140,1
841,517,1358,1
842,523,344,1
843,527,94,1
844,528,1062,1
845,528,465,1
846,531,417,1
847,531,447,1
848,531,610,1
849,531,1391,1
850,531,587,1
851,531,1007,1
852,531,393,1
853,531,608,1
854,531,1337,1
855,531,829,1
856,531,1098,1
857,531,1397,1
858,531,631,1
859,531,732,1
860,531,50,1
861,531,1059,1
862,531,103,1
863,531,11,1
864,531,383,1
865,531,1405,1
866,531,743,1
867,531,1375,1
868,531,280,1
869,531,149,1
870,531,6,1
871,531,174,1
872,531,309,1
873,531,807,1
874,531,286,1
875,531,647,1
876,531,1358,1
877,531,504,1
878,531,1239,1
879,531,1326,1
880,531,1260,1
881,531,850,1
882,531,1181,1
883,531,430,1
884,531,841,1
885,531,1347,1
886,531,857,1
887,531,688,1
888,531,349,1
889,531,505,1
890,531,165,1
891,531,315,1
892,531,440,1
893,531,19,1
894,538,941,1
895,539,1333,1
896,539,120,1
897,539,325,1
898,539,985,1
899,540,116,1
900,541,1358,1
